gender,eng,count,pr_fa,abjad,pr_en,origin,civil_registration_approved
پسر,abdorrafee,264,عبدالرافع,458,abdorrāfee,عربی,تایید شده
پسر,abdolhagh,1536,عبدالحق,215,abdolhaqq,عربی,تایید شده
پسر,abdolnur,442,عبدالنور,363,abdolnur,عربی,تایید شده
پسر,ezzatollah,49623,عزتالله,543,ezzatollāh,عربی,تایید شده
دختر,atriya,101,عطریا,290,atriyā,عربی,تایید شده
دختر,arafe,101,عرفه,355,arafe,عربی,تایید شده
دختر,adn,101,عدن,124,adn,عربی,تایید شده
دختر,abir,558,عبیر,282,abir,عربی,تایید شده
دختر,atriyeh,642,عطريه,294,aetriye,عربی,تایید شده
دختر,ahdiyeh,8885,عهديه,94,ahdiye,عربی,تایید شده
دختر,alam,11893,عالم,141,ālam,عربی,تایید شده
دختر,alaviyeh,8089,علويه,121,alaviyye,عربی,تایید شده
دختر,esha,101,عشا,371,ešā,عربی,تایید شده
دختر,esmatozzaman,101,عصمت الزمان,729,esmatozzamān,عربی,تایید شده
دختر,otufat,101,عطوفت,565,otufat,عربی,تایید شده
پسر,ati,,عاطی,90,ati,عربی,نامشخص
پسر,abdolhasan,,عبدالحسن,225,abdolhasan,عربی,نامشخص
پسر,abdolhakim,,عبدالحکیم,185,abdolhakim,عربی,نامشخص
پسر,abdolrasol,,عبدالرسول,403,abdolrasol,عربی,نامشخص
پسر,abdolzahra,,عبدالزهرا,320,abdozzahra,عربی,نامشخص
پسر,abdolmohsen,,عبدالمحسن,265,abdolmohsen,عربی,نامشخص
دختر,eshgh,,عشق,470,eshgh,فارسی,نامشخص
پسر,adl,,عدل,104,adl,عربی,نامشخص
پسر,oroj,,عروج,279,oroj,عربی,نامشخص
پسر,ezra,,عزرا,278,ezra,عبری,نامشخص
پسر,azod,,عضد,874,azod,عربی,نامشخص
پسر,atarod,,عطارد,284,atarod,عربی,نامشخص
پسر,amro,,عمرو,316,amro,عربی,نامشخص
پسر,andalib,,عندلیب,166,andalib,عربی,نامشخص
پسر,abdolkhalegh,,عبدالخالق,838,abdolkhalegh,عربی,نامشخص
پسر,alitaha,,علی طه,124,ataha,عربی,نامشخص
پسر,adil,,عدیل,114,adil,عربی,نامشخص
دختر,ama,,عما,111,ama,عربی,نامشخص
پسر,ebad,3278,عباد,77,ebād,عربی,تایید شده
پسر,ala,653,علا,101,alā,عربی,تایید شده
پسر,esam,340,عصام,201,esām,عربی,تایید شده
پسر,arsh,101,عرش,570,arš,عربی,تایید شده
پسر,esamoddin,115,عصامالدين,296,esāmoddin,عربی,تایید شده
پسر,abdolhossein,79394,عبدالحسين,235,abdolhoseyn,عربی,تایید شده
پسر,abdolhay,848,عبدالحی,125,abdolhay,عربی,تایید شده
پسر,abdolazim,9805,عبدالعظيم,1127,abdolazim,عربی,تایید شده
پسر,abodoljalil,7754,عبدالجليل,180,abodoljalil,عربی,تایید شده
پسر,abdolkarim,39540,عبدالکريم,377,abdolkarim,عربی,تایید شده
پسر,abdolvahhab,11938,عبدالوهاب,121,abdolvahhāb,عربی,تایید شده
پسر,abdolsamad,13555,عبدالصمد,241,abdolsamad,عربی,تایید شده
پسر,abdolghader,11847,عبدالقادر,412,abdolqāder,عربی,تایید شده
پسر,abdolbaghi,3359,عبدالباقی,220,abdolbāqi,عربی,تایید شده
پسر,abdolhamid,35561,عبدالحمید,169,abdolhamid,عربی,تایید شده
پسر,abodoljabbar,3978,عبدالجبار,313,abodoljabbār,عربی,تایید شده
پسر,abdolaziz,15674,عبدالعزيز,201,abdolaziz,عربی,تایید شده
پسر,abdollatif,2288,عبداللطيف,236,abdollatif,عربی,تایید شده
پسر,abdolraŝid,3744,عبدالرشيد,621,abdolraŝid,عربی,تایید شده
پسر,abdolhadi,101,عبدالهادی,127,abdolhādi,عربی,تایید شده
پسر,abdolrahman,19876,عبدالرحمان,406,abdolrahmān,عربی,تایید شده
پسر,abdolrazzagh,8205,عبدالرزاق,415,abdolrazzāq,عربی,تایید شده
پسر,abdossalam,6275,عبدالسلام,238,abdossalām,عربی,تایید شده
پسر,abdolrahim,37955,عبدالرحيم,365,abdolrahim,عربی,تایید شده
پسر,abdorreza,80914,عبدالرضا,1108,abdorrezā,عربی,تایید شده
پسر,abdolsaheb,2108,عبدالصاحب,208,abdolsāheb,عربی,تایید شده
پسر,abdolali,42280,عبدالعلی,217,abdolali,عربی,تایید شده
پسر,obeydollah,3025,عبيدالله,152,obeydollāh,عربی,تایید شده
پسر,abdolmalek,1436,عبدالملک,197,abdolmalek,عربی,تایید شده
پسر,abdolmohammad,12866,عبدالمحمد,199,abdolmohammad,عربی,تایید شده
پسر,abdolmotalleb,3711,عبدالمطلب,188,abdolmotalleb,عربی,تایید شده
پسر,abdolmahdi,2723,عبدالمهدی,166,abdolmahdi,عربی,تایید شده
پسر,ezoddin,807,عزالدين,172,ezzoddin,عربی,تایید شده
پسر,arefhossein,101,عارف حسین,479,āhoseyn,عربی,تایید شده
پسر,abbasali,125678,عباسعلي,243,aali,عربی,تایید شده
پسر,abbasmahdi,101,عباس مهدی,192,amahdi,عربی,تایید شده
پسر,atahossein,101,عطاحسین,208,ahoseyn,عربی,تایید شده
پسر,alihasan,7304,عليحسن,228,ahasan,عربی,تایید شده
پسر,alisaleh,1294,عليصالح,239,asāleh,عربی,تایید شده
پسر,alierfan,101,عليعرفان,511,aerfān,عربی,تایید شده
پسر,abdolmoein,101,عبدالمعین,277,abdolmoein,عربی,تایید شده
پسر,afifoddin,101,عفيفالدين,335,afifoddin,عربی,تایید شده
پسر,oday,200,عدي,84,oday,عربی,تایید شده
پسر,azizollah,61191,عزيزالله,160,azizollāh,عربی,تایید شده
پسر,enayatollah,11878,عنايتالله,597,enāyatollāh,عربی,تایید شده
پسر,abdolmajid,24859,عبدالمجید,164,abdolmajid,عربی,تایید شده
پسر,isa,122444,عيسي,150,isā,"عربی , عبری",تایید شده
دختر,otufeh,140,عطوفه,170,otufe,عربی,تایید شده
دختر,abedeh,6018,عابده,82,ābede,عربی,تایید شده
دختر,asefeh,896,عاصفه,246,āsefe,عربی,تایید شده
دختر,aseme,927,عاصمه,206,āseme,عربی,تایید شده
دختر,aghele,572,عاقله,206,āqele,عربی,تایید شده
دختر,alemeh,8152,عالمه,146,āleme,عربی,تایید شده
دختر,aliye,61691,عاليه,116,āliye,عربی,تایید شده
دختر,adile,3223,عديله,119,adile,عربی,تایید شده
دختر,azizeh,49465,عزيزه,99,azize,عربی,تایید شده
دختر,azimeh,17924,عظيمه,1025,azime,عربی,تایید شده
دختر,aghighe,101,عقيقه,285,aqiqe,عربی,تایید شده
دختر,aghile,2091,عقیله,215,aqile,عربی,تایید شده
دختر,alime,114,عليمه,155,alime,عربی,تایید شده
دختر,effat,83274,عفت,550,effat,عربی,تایید شده
دختر,azra,101971,عذرا,971,azrā,عربی,تایید شده
دختر,eshrat,43627,عشرت,970,ešrat,عربی,تایید شده
دختر,ayna,2408,عینا,131,aynā,عربی,تایید شده
دختر,etrat,,عترت,1070,etrat,عربی,نامشخص
دختر,arosha,,عروشا,577,arosha,عربی,نامشخص
پسر,alidad,,علیداد,119,alidad,"فارسی , عربی",نامشخص
پسر,amanoeil,,عمانوئیل,207,amanoeil,عربی,نامشخص
پسر,anif,,عنیف,210,anif,عربی,نامشخص
پسر,alipasha,2619,علی پاشا,414,apāšā,"ترکی , عربی",تایید شده
پسر,aliebrahim,219,علی ابراهیم,369,aebrāhim,"عربی , عبری",تایید شده
پسر,aliparsa,253,علی پارسا,374,apārsā,"فارسی , عربی",تایید شده
پسر,alisalar,132,علی سالار,402,asālār,"فارسی , عربی",تایید شده
پسر,alikiya,101,علی کيا,141,akiyā,"فارسی , عربی",تایید شده
پسر,akef,195,عاکف,171,ākef,عربی,تایید شده
پسر,asef,2029,عاصف,241,āsef,عربی,تایید شده
پسر,emadoddin,2222,عمادالدين,210,emādoddin,عربی,تایید شده
پسر,eynollah,32863,عينالله,196,eynollāh,عربی,تایید شده
پسر,aghil,22548,عقيل,210,aqil,عربی,تایید شده
پسر,ashir,101,عشير,580,ašir,عربی,تایید شده
پسر,alim,649,عليم,150,alim,عربی,تایید شده
پسر,alamolhoda,101,علمالهدي,190,alamolhodā,عربی,تایید شده
پسر,ali morteza,1059,علی مرتضی,1560,a mortezā,عربی,تایید شده
پسر,alinaghi,9883,علی نقی,270,anaqi,عربی,تایید شده
پسر,amidmahdi,101,عمیدمهدی,183,amahdi,عربی,تایید شده
پسر,aliamin,101,علی امین,211,aamin,عربی,تایید شده
پسر,alijavad,142,علی جواد,124,ajavād,عربی,تایید شده
پسر,alihesam,122,علی حسام,219,ahesām,عربی,تایید شده
پسر,alihossein,29271,علی حسین,238,ahoseyn,عربی,تایید شده
پسر,aliadel,101,علی عادل,215,aādel,عربی,تایید شده
پسر,aliata,180,علی عطا,190,aatā,عربی,تایید شده
پسر,alivaheb,101,علی واهب,124,avāheb,عربی,تایید شده
پسر,emadhossein,104,عمادحسین,243,ehoseyn,عربی,تایید شده
پسر,emadali,101,عمادعلی,225,eali,عربی,تایید شده
پسر,emadmohammad,101,عمادمحمد,207,emohammad,عربی,تایید شده
پسر,alifoad,101,علی فؤاد,201,afoād,عربی,تایید شده
دختر,erfane,2600,عرفانه,406,erfāne,"فارسی , عربی",تایید شده
دختر,adna,238,عدنا,125,adnā,"فارسی , عربی",تایید شده
دختر,alima,101,علیما,151,alimā,"فارسی , عربی",تایید شده
دختر,avatef,756,عواطف,166,avātef,عربی,تایید شده
دختر,ezzat,62132,عزت,477,ezzat,عربی,تایید شده
دختر,esmat,196585,عصمت,600,esmat,عربی,تایید شده
دختر,atrine,101,عطرینه,344,aetrine,عربی,تایید شده
دختر,adiyat,,عادیات,486,adiyat,عربی,نامشخص
دختر,amereh,,عامره,316,amereh,عربی,نامشخص
دختر,ezolnesa,,عزالنسا,219,ezzonnesa,عربی,نامشخص
دختر,atrsay,,عطرسای,350,atrsay,"فارسی , عربی",نامشخص
دختر,afaf,,عفاف,231,afaf,عربی,نامشخص
دختر,anbar,,عنبر,322,anbar,عربی,نامشخص
دختر,angha,,عنقا,221,angha,عربی,نامشخص
پسر,alita,,علیتا,511,alita,"فارسی , عربی",نامشخص
پسر,taha,95172,طاها,16,tāhā,عربی,تایید شده
دختر,tahura,12975,طهورا,221,tahurā,عربی,تایید شده
دختر,tanin,3713,طنين,119,tanin,عربی,تایید شده
پسر,tufan,1387,طوفان,146,tufān,عربی,تایید شده
دختر,tannaz,14746,طناز,67,tannāz,عربی,تایید شده
دختر,tannan,119,طنان,110,tannān,عربی,تایید شده
پسر,tayyeb,7765,طيب,21,tayyeb,عربی,تایید شده
دختر,tala,24597,طلا,40,talā,عربی,تایید شده
پسر,tahmures,2427,طهمورث,760,tahmures,فارسی,تایید شده
پسر,taha,6917,طه طاها,14,tāhā,عربی,تایید شده
پسر,talheh,2042,طلحه,52,talhe,عربی,تایید شده
دختر,tahere,400562,طاهره,220,tāhere,عربی,تایید شده
دختر,tolue,570,طلوع,115,tolue,عربی,تایید شده
دختر,talanaz,,طلاناز,98,talanaz,"فارسی , عربی",نامشخص
پسر,tahmasb,6139,طهماسب,117,tahmāsb,فارسی,تایید شده
پسر,tahahossein,316,طه حسينطاها حسين,144,thoseyn,عربی,تایید شده
پسر,taher,35466,طاهر,215,tāher,عربی,تایید شده
پسر,taleb,12902,طالب,42,tāleb,عربی,تایید شده
پسر,taregh,5543,طارق,310,tāreq,عربی,تایید شده
پسر,tahareza,101,طاها رضا طه رضا,1017,trezā,عربی,تایید شده
پسر,tahamostafa,101,طاها مصطفیطه مصطفی,245,tmostafā,عربی,تایید شده
پسر,tahermohammad,101,طاهرمحمد,307,tmohammad,عربی,تایید شده
پسر,tahman,101,طهمان,105,tahmān,عربی,تایید شده
پسر,tarfan,101,طرفان,340,tarfān,عربی,تایید شده
پسر,taef,101,طائف,100,tāef,عربی,تایید شده
پسر,taref,101,طارف,290,tāref,عربی,تایید شده
دختر,talayeh,434,طلايه,55,talāye,عربی,تایید شده
دختر,talieeh,7833,طليعه,124,taliee,عربی,تایید شده
دختر,taleat,34090,طلعت,509,taleat,عربی,تایید شده
دختر,tarife,337,طریفه,304,tarife,عربی,تایید شده
دختر,tayyebe,221713,طيبه,26,tayyebe,عربی,تایید شده
دختر,tuee,1161,طوعه,90,tuee,عربی,تایید شده
دختر,taravat,1278,طراوت,616,tarāvat,عربی,تایید شده
دختر,tahurafatemeh,101,طهورافاطمه,356,tfāteme,عربی,تایید شده
دختر,tayyebezahra,101,طیبه زهرا,239,tzahrā,عربی,تایید شده
دختر,tavus,1655,طاووس,82,tāvus,عربی,تایید شده
دختر,tuba,91837,طوبي,27,tubā,"عربی , عبری",تایید شده
پسر,talut,,طالوت,446,talut,عبری,نامشخص
پسر,tahasepanta,,طاهاسپنتا,529,tahasepanta,"عربی , اوستایی",نامشخص
پسر,tahaemad,,طاهاعماد,131,tahaemad,عربی,نامشخص
دختر,tarlan,,طرلان,290,tarlan,ترکی,نامشخص
دختر,totiya,,طوطیا,35,totiya,هندی,نامشخص
دختر,tila,,طیلا,50,tila,فارسی,نامشخص
پسر,tinosh,,طینوش,375,tinosh,فارسی,نامشخص
دختر,tabiat,,طبیعت,491,tabiat,فارسی,نامشخص
دختر,tarfeh,,طرفه,294,tarfeh,فارسی,نامشخص
دختر,talasan,,طلاسان,151,talasan,"فارسی , عربی",نامشخص
دختر,tala gon,,طلاگون,116,tala gon,"فارسی , عربی",نامشخص
دختر,toti,,طوطی,34,toti,فارسی,نامشخص
پسر,tale,,طالع,110,tale,عربی,نامشخص
پسر,taer,,طائر,220,taer,عربی,نامشخص
پسر,tarab,,طرب,211,tarab,عربی,نامشخص
پسر,tarhan,,طرحان,268,tarhan,فارسی,نامشخص
پسر,toghan,,طغان,1060,toghan,ترکی,نامشخص
پسر,toghrol,,طغرل,1239,toghrol,ترکی,نامشخص
پسر,tovorg,,طورگ,235,tovorg,فارسی,نامشخص
پسر,tus,,طوس,75,tus,عربی,نامشخص
پسر,tutiyanush,,طوطیانوش,391,tutiyanush,"فارسی , هندی",نامشخص
پسر,tahmasp,,طهماسپ,117,tahmasp,فارسی,نامشخص
پسر,tahur,,طهور,220,tahur,عربی,نامشخص
پسر,karen,14088,کارن,271,kāren,فارسی,تایید شده
پسر,kiya sha,1343,کياشا,332,kiyā šā,فارسی,تایید شده
پسر,kiyan,69369,کيان,81,kieyān,فارسی,تایید شده
دختر,kowsar,141423,کوثر,726,kowsar,عربی,تایید شده
پسر,kiya rad,1389,کياراد,236,kiyā rād,فارسی,تایید شده
پسر,kiyarash,26070,کيارش,531,kiyāraš,فارسی,تایید شده
دختر,kiyana,51753,کيانا,82,kieyānā,فارسی,تایید شده
پسر,kurosh,60223,کوروشکورش,532,kuroš,فارسی,تایید شده
پسر,komeyl,12860,کميل,100,komeyl,عربی,تایید شده
پسر,keysan,637,کيسان,141,keysān,فارسی,تایید شده
دختر,kaira,,کایرا,232,kaira,ترکی,نامشخص
پسر,kuhiyar,1431,کوهیار,242,kuhiyār,فارسی,تایید شده
پسر,kasra,32260,کسريکسرا,281,kasrā,"فارسی , عربی",تایید شده
دختر,kailin,,کایلین,121,kailin,لاتین,نامشخص
پسر,kave,21827,کاوه,32,kāve,فارسی,تایید شده
پسر,kamyar,13460,کاميار,272,kāmyār,فارسی,تایید شده
دختر,kataun,19826,کتايون,487,katāun,فارسی,تایید شده
پسر,kasra,,کسری,290,kasra,فارسی,نامشخص
پسر,kiyan mehr,1850,کيانمهر,326,kieyān mehr,فارسی,تایید شده
دختر,kamand,4012,کمند,114,kamand,فارسی,تایید شده
